All about finesse, this ethereally elegant red opens with scents of rose, crushed mint, red berry and hints of new leather. The polished, precise palate features strawberry compote, spiced cranberry, star anise and a dash of white pepper. It's well balanced, with fresh acidity and taut, refined tannins. Drink 2024–2036. KERIN O’KEEFE;95;Marcarini 2016 La Serra (Barolo);$96;La Serra;Nebbiolo;Barolo, Piedmont, Italy;Marcarini;KERIN O’KEEFE;14%;750 ml;Red;Empson USA Ltd;9/1/2020
Baked plum, underbrush, new leather and a whiff of carob form the nose. Full bodied and velvety, the palate delivers cherry marinated in spirits, tobacco, exotic incense and licorice framed in fine-grained tannins. Drink through 2030. KERIN O’KEEFE;95;Rivetto 2010 Riserva (Barolo);$140;Riserva;Nebbiolo;Barolo, Piedmont, Italy;Rivetto;KERIN O’KEEFE;15%;750 ml;Red;Wilson Daniels Ltd;9/1/2020
Enticingly fragrant, this offers heady aromas of rose, camphor, wild herb and red woodland berry. Structured and precise, the chiseled palate delivers pomegranate, juicy red cherry, cinnamon and a hint of tobacco framed in noble, refined tannins. It's well balanced, with fresh acidity. Drink 2026–2046. KERIN O’KEEFE;95;Barale Fratelli 2016 Bussia (Barolo);$80;Bussia;Nebbiolo;Barolo, Piedmont, Italy;Barale Fratelli;KERIN O’KEEFE;14.5%;750 ml;Red;DJK Imports;9/1/2020
Woodland berry, rose, camphor and a whiff of tobacco shape the fragrant nose. It's focused and elegantly structured, presenting juicy Marasca cherry, orange zest, licorice and clove set against bright acidity and taut, refined tannins. Drink 2024–2036. KERIN O’KEEFE;95;Prunotto 2016 Bussia (Barolo);$70;Bussia;Nebbiolo;Barolo, Piedmont, Italy;Prunotto;KERIN O’KEEFE;14%;750 ml;Red;Ste. Michelle Wine Estates;9/1/2020
Made from high-altitude vineyards in La Morra, this standout red has aromas evoking tilled earth, toasted nut, underbrush and eucalyptus. On the firmly structured palate, assertive close-grained tannins accompany juicy morello cherry, strawberry, hazelnut and tobacco. Give it time to fully develop. Drink 2024–2036. KERIN O’KEEFE;95;Giulia Negri 2016 Marassio (Barolo);$125;Marassio;Nebbiolo;Barolo, Piedmont, Italy;Giulia Negri;KERIN O’KEEFE;14%;750 ml;Red;Kermit Lynch Wine Merchant;9/1/2020
Pressed rose, camphor, star anise and dark-berry aromas slowly take shape on this full-bodied red. Firmly structured, the palate delivers ripe Marasca cherry, crushed raspberry, licorice and tobacco set against a backbone of noble tannins and vibrant acidity. It still needs several years to fully integrate. Drink after 2026. KERIN O’KEEFE;95;Brezza 2016 Sarmassa (Barolo);$76;Sarmassa;Nebbiolo;Barolo, Piedmont, Italy;Brezza;KERIN O’KEEFE;14.5%;750 ml;Red;Coeur Wine Co;9/1/2020
Earthy and delicious, this opens with aromas of ripe dark-skinned berry, new leather, truffle and crushed botanical herb. The structured, expressive palate delivers crushed black cherry, mature raspberry, tobacco and the barest whiff of game alongside tightly knit, velvety tannins. It's well balanced, with fresh acidity. Drink 2024–2031. KERIN O’KEEFE;95;Michele Chiarlo 2016 Tortoniano (Barolo);$60;Tortoniano;Nebbiolo;Barolo, Piedmont, Italy;Michele Chiarlo;KERIN O’KEEFE;14%;750 ml;Red;Kobrand;9/1/2020
Pipe-tobacco, licorice, underbrush and new leather aromas mingle with scents evoking blue flower and forest berry. Smooth and delicious, the elegantly structured palate doles out mouthfuls of succulent Marasca cherry, black raspberry and ground clove before a minty finish. Velvety tannins provide finesse. It's already accessible but will provide years of pleasure. Drink through 2030. KERIN O’KEEFE;95;Rivetto 2016 del Comune di Serralunga d'Alba (Barolo);$45;del Comune di Serralunga d'Alba;Nebbiolo;Barolo, Piedmont, Italy;Rivetto;KERIN O’KEEFE;14.5%;750 ml;Red;Wilson Daniels Ltd;9/1/2020
Rose, dark-spice and menthol aromas shape the nose. The aromas follow over to the focused palate along with sour cherry and licorice while taut, fine-grained tannins and bright acidity provide support. Drink after 2026. KERIN O’KEEFE;95;Poderi Luigi Einaudi 2016 Bussia (Barolo);$138;Bussia;Nebbiolo;Barolo, Piedmont, Italy;Poderi Luigi Einaudi;KERIN O’KEEFE;14.5%;750 ml;Red;Empson USA Ltd;9/1/2020
Classic Nebbiolo aromas of rose, dark-skinned berry, star anise and tilled earth are front and center on this radiant red. On the elegant palate, fresh acidity and taut refined tannins support juicy sour cherry, cranberry, clove and star anise. It's still youthfully austere and needs time to fully develop. Drink 2026–2036. KERIN O’KEEFE;95;G D Vajra 2016 Bricco delle Viole (Barolo);$90;Bricco delle Viole;Nebbiolo;Barolo, Piedmont, Italy;G D Vajra;KERIN O’KEEFE;14.5%;750 ml;Red;Winebow;9/1/2020
Camphor, pressed rose, truffle and wild red-berry aromas are front and center on this full-bodied red. Juicy and delicious, the taut muscular palate has unexpected finesse, delivering juicy Marasca cherry, black raspberry, vanilla and licorice alongside enveloping, velvety tannins and fresh acidity. Thanks to the ripe, delicious fruit, you can't detect the declared abv of 15%. Drink 2024–2036. KERIN O’KEEFE;95;Bruna Grimaldi 2016 Camilla (Barolo);$60;Camilla;Nebbiolo;Barolo, Piedmont, Italy;Bruna Grimaldi;KERIN O’KEEFE;15%;750 ml;Red;Massanois Imports;9/1/2020
Rose, red-berry, wild herb and baking-spice aromas take center stage on this fragrant, elegant red. Loaded with finesse, the full-bodied palate delivers strawberry compote, star anise and cinnamon alongside a mineral note evoking rusty nail. Taut polished tannins and bright acidity provide the age-worthy framework. Drink 2024–2046. KERIN O’KEEFE;95;Fontanafredda 2016 Vigna La Rosa (Barolo);$110;Vigna La Rosa;Nebbiolo;Barolo, Piedmont, Italy;Fontanafredda;KERIN O’KEEFE;14.5%;750 ml;Red;Taub Family Selections;9/1/2020
Earthy aromas of rose, truffle, underbrush and woodland berry shape the enticing nose. Full bodied and youthfully tense, the savory palate delivers Marasca cherry, raspberry compote, licorice and crushed mint alongside tightly knit, assertive tannins. Fresh acidity keeps balanced. It's still youthfully austere so it give it time to fully develop. Drink 2024–2036. KERIN O’KEEFE;95;Luigi Vico 2016 Prapò (Barolo);N/A;Prapò;Nebbiolo;Barolo, Piedmont, Italy;Luigi Vico;KERIN O’KEEFE;14.5%;750 ml;Red;1_No Submitting Co;9/1/2020
Classic Nebbiolo aromas of woodland berry, forest floor, new leather and a whiff of rose lift out of the glass along with a whiff of botanical herb. Delivering elegance and structure in equal measure, the linear palate features red cherry, strawberry compote, baking spice and licorice framed in firm, polished tannins. Bright acidity keeps it well balanced. Drink 2024–2036. KERIN O’KEEFE;95;Poderi Colla 2016 Dardi Le Rose (Barolo);N/A;Dardi Le Rose;Nebbiolo;Barolo, Piedmont, Italy;Poderi Colla;KERIN O’KEEFE;14%;750 ml;Red;The Source Imports;9/1/2020
Red-berry, underbrush and new leather aromas mingle with whiffs of dark spice and menthol. Firmly structured, the delicious palate delivers ripe black cherry, licorice, baking spice and crushed mint alongside tightly wound, fine-grained tannins. Fresh acidity provides balance. Drink 2026–2036. KERIN O’KEEFE;95;Damilano 2016 Raviole (Barolo);N/A;Raviole;Nebbiolo;Barolo, Piedmont, Italy;Damilano;KERIN O’KEEFE;14%;750 ml;Red;1_Not Imported into US;9/1/2020
Pipe-tobacco, scorched earth and underbrush aromas mingle with whiffs of camphor and dark-skinned berry on this full-bodied red. It's firmly structured, featuring raspberry compote and licorice flavors framed in assertive, close-grained tannins that grip the finish. Youthfully austere and tightly wound, it needs several more years to fully integrate. Drink 2026–2046. KERIN O’KEEFE;95;Massolino 2016 Parussi (Barolo);$107;Parussi;Nebbiolo;Barolo, Piedmont, Italy;Massolino;KERIN O’KEEFE;14.5%;750 ml;Red;Vineyard Brands;9/1/2020
Made with long fermentation and maceration on the skins and aged in Slavonian casks, this has aromas of rose, small red berry and balsamic whiffs of camphor. Firmly structured yet boasting finesse, the vibrant linear palate delivers Marasca cherry, spiced cranberry, eucalyptus and licorice framed in tightly wound, refined tannins and racy acidity. Drink 2024–2034. KERIN O’KEEFE;95;Rivetto 2014 Briccolina (Barolo);$180;Briccolina;Nebbiolo;Barolo, Piedmont, Italy;Rivetto;KERIN O’KEEFE;14%;750 ml;Red;Wilson Daniels Ltd;9/1/2020
A camphor aroma mingles with underbrush, grilled herb, ripe berry and spice on the nose. Full in feel, but showing an almost weightless elegance, the palate delivers crushed cherry, raspberry compote, mint and tobacco, all framed in fine-grained tannins. Drink 2023–2030. KERIN O’KEEFE;95;Attilio Ghisolfi 2015 Bussia Bricco Visette (Barolo);$90;Bussia Bricco Visette;Nebbiolo;Barolo, Piedmont, Italy;Attilio Ghisolfi;KERIN O’KEEFE;14.5%;750 ml;Red;Quintessential Wines;9/1/2020
Woodland-berry, pine-forest and rose aromas mingle with whiffs of dark spice and menthol. On the full-bodied palate, firm fine-grained tannins accompany juicy Marasca cherry, cranberry and licorice while fresh acidity keeps well balanced. Drink 2024–2036. KERIN O’KEEFE;95;Pio Cesare 2016 Mosconi (Barolo);$160;Mosconi;Nebbiolo;Barolo, Piedmont, Italy;Pio Cesare;KERIN O’KEEFE;14.5%;750 ml;Red;Maisons Marques & Domaines USA;9/1/2020
Earthy and loaded with personality, this full-bodied red has aromas of camphor, new leather, game and ripe black-skinned fruit. On the concentrated palate, chewy tannins accompany fleshy Marasca cherry, crushed raspberry, truffle and tobacco. Drink 2024–2031. KERIN O’KEEFE;95;Ascheri 2016 Sorano (Barolo);$100;Sorano;Nebbiolo;Barolo, Piedmont, Italy;Ascheri;KERIN O’KEEFE;14.5%;750 ml;Red;Martignetti Companies;9/1/2020
Balsamic aromas of camphor mingle with pressed rose, new leather and small red berry. Firmly structured and youthfully austere, the linear palate features dried cherry, licorice, cinnamon and tobacco alongside assertive but noble tannins and fresh acidity. Drink 2026–2036. KERIN O’KEEFE;95;Luigi Baudana 2016 Baudana (Barolo);$90;Baudana;Nebbiolo;Barolo, Piedmont, Italy;Luigi Baudana;KERIN O’KEEFE;14.5%;750 ml;Red;Frederick Wildman & Sons, Ltd;9/1/2020
Red berry, rose, dark spice and menthol form the nose while the graceful palate offers juicy Marasca cherry, strawberry compote and licorice. Bright acidity and polished tannins provide support and impart finesse. Drink through 2031. KERIN O’KEEFE;94;G D Vajra 2016 Coste di Rose (Barolo);$75;Coste di Rose;Nebbiolo;Barolo, Piedmont, Italy;G D Vajra;KERIN O’KEEFE;14%;750 ml;Red;Winebow;9/1/2020
Underbrush, moist earth, leather and a whiff of menthol shape the delicate nose. The linear, youthfully austere palate shows impressive structure for the vintage, featuring juicy black cherry, spiced cranberry and licorice accompanied by tightly wound, close-grained tannins and firm acidity. Drink 2024–2034. KERIN O’KEEFE;94;Massolino 2014 Vigna Rionda Riserva (Barolo);$185;Vigna Rionda Riserva;Nebbiolo;Barolo, Piedmont, Italy;Massolino;KERIN O’KEEFE;14%;750 ml;Red;Vineyard Brands;9/1/2020
Ripe berry, dark-spice and camphor aromas are front and center on this fragrant red along with a whiff of iris. Full bodied and juicy, the savory, enveloping palate delivers succulent morello cherry, crushed raspberry, licorice and hints of tobacco. Firm, velvety tannins and fresh acidity provide great structure and balance. Drink 2026–2041. KERIN O’KEEFE;94;Palladino 2016 Ornato (Barolo);$71;Ornato;Nebbiolo;Barolo, Piedmont, Italy;Palladino;KERIN O’KEEFE;14.5%;750 ml;Red;Enotec Imports, Inc;9/1/2020
Camphor, red-berry and new leather aromas form the nose. Linear and firmly structured, the elegant palate offers cranberry, licorice and tobacco framed in assertive, fine-grained tannins that grip the close. It's balanced, with fresh acidity. Give it a few more years to come around. Drink 2026–2036. KERIN O’KEEFE;94;Giacomo Fenocchio 2016 Cannubi (Barolo);$68;Cannubi;Nebbiolo;Barolo, Piedmont, Italy;Giacomo Fenocchio;KERIN O’KEEFE;14.5%;750 ml;Red;Skurnik Wines, Inc;9/1/2020
Pressed rose petal, truffle, crushed mint and cocoa shape the nose along with a whiff of camphor. The vibrant, chiseled palate features strawberry, sour cherry and licorice framed in taut fine-grained tannins and vibrant acidity. It closes on a note of exotic incense. Drink 2024–2034. KERIN O’KEEFE;94;Ettore Germano 2014 Lazzarito Riserva (Barolo);$95;Lazzarito Riserva;Nebbiolo;Barolo, Piedmont, Italy;Ettore Germano;KERIN O’KEEFE;13.5%;750 ml;Red;Sussex Wine Merchants;9/1/2020
This full-bodied red offers aromas of camphor, rose petal, forest berry and whiffs of oak-driven spice. The concentrated palate has a weightless elegance, doling out juicy black cherry, cranberry, licorice and tobacco set against youthfully assertive, fine-grained tannins. Bright acidity keeps it balanced. Drink 2026–2036. KERIN O’KEEFE;94;Mauro Veglio 2016 Gattera (Barolo);$60;Gattera;Nebbiolo;Barolo, Piedmont, Italy;Mauro Veglio;KERIN O’KEEFE;14.5%;750 ml;Red;Total Wine & More;9/1/2020
Aromas of new leather, pressed rose, ripe black-skinned berry and a whiff of game waft out of the glass. The aromas carry on to the linear, full-bodied palate along with mature Marasca cherry and a mineral note of rusted nail. Bright acidity and taut fine-grained tannins provide support. Drink 2024–2031. KERIN O’KEEFE;94;Curto 2016 La Foia (Barolo);$65;La Foia;Nebbiolo;Barolo, Piedmont, Italy;Curto;KERIN O’KEEFE;14.5%;750 ml;Red;Small Vineyards LLC;9/1/2020
Rose, wild berry, baking-spice aromas mingle with whiffs of menthol. Linear and structured, the vibrant palate delivers raspberry, orange zest, cinnamon and tobacco set against tightly knit, refined tannins while bright acidity keeps it balanced and energized. Drink 2024–2036. KERIN O’KEEFE;94;Giacomo Fenocchio 2016 Castellero (Barolo);$58;Castellero;Nebbiolo;Barolo, Piedmont, Italy;Giacomo Fenocchio;KERIN O’KEEFE;14.5%;750 ml;Red;Skurnik Wines, Inc;9/1/2020
New leather, camphor, wild berry and fragrant blue-flower aromas mingle together on this structured red. It's full bodied and dense, delivering succulent morello cherry, crushed raspberry licorice and tobacco framed in firm, fine-grained tannins. You'll also detect the warmth of evident alcohol, but thanks to the concentrated fruit, it doesn't dominate. KERIN O’KEEFE;94;Ascheri 2016 Ascheri (Barolo);$120;Ascheri;Nebbiolo;Barolo, Piedmont, Italy;Ascheri;KERIN O’KEEFE;15%;750 ml;Red;Martignetti Companies;9/1/2020
Blue-flower, rose, botanical herb and red-berry aromas waft out of the glass along with a whiff of new leather. Showing its La Morra origins, it's elegantly structured and linear, offering juicy morello cherry, crushed raspberry and dark spice flavors. Taut refined tannins and fresh acidity provide lithe support. Drink 2024–2031. KERIN O’KEEFE;94;Dosio 2016 Serradenari (Barolo);$35;Serradenari;Nebbiolo;Barolo, Piedmont, Italy;Dosio;KERIN O’KEEFE;14%;750 ml;Red;Atlas Imports;9/1/2020
Iris, woodland-berry, exotic spice and menthol aromas waft out of the glass along with whiffs of coconut. It opens with spiced cranberry, red cherry and star anise before a firm backbone of assertive, close-grained tannins grip the finish. Bright acidity keeps it balanced. Drink 2026–2036. KERIN O’KEEFE;94;Oddero 2016 Brunate (Barolo);$120;Brunate;Nebbiolo;Barolo, Piedmont, Italy;Oddero;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;9/1/2020
Aromas of woodland berry, new leather, camphor and pressed rose waft out of the glass. Juicy and delicious, the chewy palate doles out succulent Marasca cherry, crushed raspberry and white pepper. Polished tannins and fresh acidity give it an immediate appeal but this also offers several years of drinking pleasure. Drink through 2028. Editor's choice. KERIN O’KEEFE;94;G D Vajra 2016 Albe (Barolo);$40;Albe;Nebbiolo;Barolo, Piedmont, Italy;G D Vajra;KERIN O’KEEFE;14.5%;750 ml;Red;Winebow;9/1/2020
Rose, violet, forest-berry and wild herb aromas fill the glass on this fragrant red. Firmly structured yet loaded with finesse, the linear palate shows strawberry, red cherry, star anise and menthol set against assertive fine-grained tannins and bright acidity. It's still youthfully austere but balanced. Drink 2024–2036. KERIN O’KEEFE;94;Fratelli Alessandria 2016 Barolo;$55;;Nebbiolo;Barolo, Piedmont, Italy;Fratelli Alessandria;KERIN O’KEEFE;14.5%;750 ml;Red;North Berkeley Imports;9/1/2020
Inviting aromas of rose petal, woodland berry and forest floor emerge from the glass on this full-bodied red. The juicy concentrated palate delivers raspberry jam, red cherry, cinnamon and clove alongside fine-grained tannins and fresh acidity. Drink 2023–2035. KERIN O’KEEFE;94;Ciabot Berton 2015 Rocchettevino (Barolo);$66;Rocchettevino;Nebbiolo;Barolo, Piedmont, Italy;Ciabot Berton;KERIN O’KEEFE;14.5%;750 ml;Red;Specialty Cellars;9/1/2020
Rose petal, red berry and menthol aromas mingle with a whiff of forest floor. Full bodied and enveloping, the palate features dried black cherry, licorice and tobacco. Seasoned, densely knit tannins provide support. Drink 2021–2027. KERIN O’KEEFE;94;Francesco Rinaldi 2015 Brunate (Barolo);$69;Brunate;Nebbiolo;Barolo, Piedmont, Italy;Francesco Rinaldi;KERIN O’KEEFE;14.5%;750 ml;Red;Polaner Selections;9/1/2020
Rose, forest-berry, underbrush and new leather aromas shape the elegant nose. The savory palate mirrors the nose, featuring ripe Marasca cherry, licorice, menthol and a mineral note evoking rusty nail. Taut, fine-grained tannins and fresh acidity provide support while a hint of game signals the close. KERIN O’KEEFE;94;Ascheri 2016 Pisapola (Barolo);$75;Pisapola;Nebbiolo;Barolo, Piedmont, Italy;Ascheri;KERIN O’KEEFE;14.5%;750 ml;Red;Martignetti Companies;9/1/2020
Aromas of pressed rose, iris, dark baking spice and ripe dark-skinned berry form the nose. The structured, enveloping palate opens with juicy Marasca cherry, crushed raspberry and licorice before the warmth of alcohol appears on the midpalate. Taut fine-grained tannins give it a firm structure and grip the finish. Drink 2024–2031. KERIN O’KEEFE;94;Fratelli Alessandria 2016 San Lorenzo di Verduno (Barolo);$74;San Lorenzo di Verduno;Nebbiolo;Barolo, Piedmont, Italy;Fratelli Alessandria;KERIN O’KEEFE;15%;750 ml;Red;North Berkeley Imports;9/1/2020
Aromas of rose petal, underbrush, crushed botanical herb and woodland berry mingle with a whiff of hazelnut. On the linear, precise palate, tight fine-grained tannins accompany sour cherry, blood orange, licorice and coffee bean. Drink 2024–2036. KERIN O’KEEFE;94;Pio Cesare 2016 Ornato (Barolo);$130;Ornato;Nebbiolo;Barolo, Piedmont, Italy;Pio Cesare;KERIN O’KEEFE;14.5%;750 ml;Red;Maisons Marques & Domaines USA;9/1/2020
Enticing aromas of violet, new leather, underbrush and red berry lead the nose. The juicy, balanced palate features raspberry jam, star anise and tobacco alongside taut fine-grained tannins and bright acidity. Drink 2023–2035. KERIN O’KEEFE;94;Cascina Chicco 2013 Ginestra Riserva (Barolo);$90;Ginestra Riserva;Nebbiolo;Barolo, Piedmont, Italy;Cascina Chicco;KERIN O’KEEFE;14.5%;750 ml;Red;Vinifera Imports;9/1/2020
Pressed rose, camphor, woodland berry, dark spice and new leather are just some of the aromas you'll find on this fragrant red. Radiant, structured and boasting finesse and depth, the palate delivers raspberry compote, mature morello cherry, cinnamon and menthol framed in taut refined tannins. It's well balanced, with bright acidity. Drink 2024–2036. KERIN O’KEEFE;94;Borgogno F.lli Serio e Battista 2016 Barolo;$35;;Nebbiolo;Barolo, Piedmont, Italy;Borgogno F.lli Serio e Battista;KERIN O’KEEFE;14%;750 ml;Red;Skurnik Wines, Inc;9/1/2020
Pressed rose, ground clove, star anise and moist earth aromas mingle together in the glass. Elegantly structured and full of flavor, the juicy palate doles out raspberry compote, black cherry and tobacco set against refined tannins. Drink 2023–2031. KERIN O’KEEFE;94;Damilano 2016 Brunate (Barolo);$60;Brunate;Nebbiolo;Barolo, Piedmont, Italy;Damilano;KERIN O’KEEFE;14%;750 ml;Red;LLS–Winebow;9/1/2020
Camphor, rose, red-berry and botanical herb aromas mingle with whiffs of pipe tobacco. It's focused and elegantly structured, featuring juicy Marasca cherry, pomegranate, orange zest and licorice framed in taut, close-grained tannins. Fresh acidity keeps it balanced. Drink 2024–2031. KERIN O’KEEFE;94;Dosio 2016 Fossati (Barolo);$40;Fossati;Nebbiolo;Barolo, Piedmont, Italy;Dosio;KERIN O’KEEFE;14.5%;750 ml;Red;Atlas Imports;9/1/2020
Eucalyptus, wild berry, underbrush and dark culinary-spice aromas emerge from the glass. The full-bodied palate boasts strength and tension, presenting Marasca cherry, blood orange, licorice and tobacco framed in firm, noble tannins. Drink 2024–2031. KERIN O’KEEFE;94;Davide Fregonese 2016 Prapò (Barolo);$79;Prapò;Nebbiolo;Barolo, Piedmont, Italy;Davide Fregonese;KERIN O’KEEFE;N/A;750 ml;Red;Vias Imports;9/1/2020
Red-berry, blue-flower and menthol aromas mingle with tobacco notes on this full-bodied red. It's youthfully austere, featuring red cherry, pomegranate, dried herb and star anise set against assertive, close-grained tannins that clench the firm finish. Give the tannins time to unwind and to let it fully develop. Drink 2026–2046. KERIN O’KEEFE;94;Oddero 2016 Villero (Barolo);$70;Villero;Nebbiolo;Barolo, Piedmont, Italy;Oddero;KERIN O’KEEFE;14.5%;750 ml;Red;Polaner Selections;9/1/2020
Red-berry, exotic spice, eucalyptus aromas form the nose along with dried herb. The polished full-bodied palate offers strawberry compote, licorice, crushed mint and coffee bean alongside tightly knit, fine-grained tannins that leave a firm close. Drink 2024–2036. KERIN O’KEEFE;94;Alberto Voerzio 2016 La Serra (Barolo);$80;La Serra;Nebbiolo;Barolo, Piedmont, Italy;Alberto Voerzio;KERIN O’KEEFE;14.5%;750 ml;Red;Passionné de Vin Imports;9/1/2020
Forest-floor, iris and perfumed berry aromas mingle with menthol notes on this full-bodied elegant red. Delivering finesse and flavor, the taut tight palate offers juicy red cherry, strawberry compote, cinnamon and tobacco framed in firm fine-grained tannins. Fresh acidity keeps it balanced. Drink 2026–2036. KERIN O’KEEFE;94;Ceretto 2016 Brunate (Barolo);$165;Brunate;Nebbiolo;Barolo, Piedmont, Italy;Ceretto;KERIN O’KEEFE;14.5%;750 ml;Red;Monsieur Touton Selection Ltd;9/1/2020
Rose, truffle, licorice and new leather aromas slowly take shape on this full-bodied red. Chiseled and vibrant, the palate delivers sour cherry, cranberry, star anise and tobacco framed in tightly knit close-grained tannins that grip the close. Fresh acidity keeps it youthful and balanced. Drink 2024–2036. KERIN O’KEEFE;93;Cascina Chicco 2016 Rocche di Castelletto (Barolo);$60;Rocche di Castelletto;Nebbiolo;Barolo, Piedmont, Italy;Cascina Chicco;KERIN O’KEEFE;14.5%;750 ml;Red;Vinifera Imports;9/1/2020
Truffle, red-berry and camphor aromas mingle with new leather and rose on this full-bodied red. The tight elegantly structured palate features sour cherry, licorice and tobacco framed in firm close-grained tannins. Drink 2024–2031. KERIN O’KEEFE;93;Chionetti 2016 Bussia Vigna Pianpolvere (Barolo);$130;Bussia Vigna Pianpolvere;Nebbiolo;Barolo, Piedmont, Italy;Chionetti;KERIN O’KEEFE;14.5%;750 ml;Red;Vinifera Imports;9/1/2020
Fragrant blue-flower, ripe plum and baking-spice aromas mingle with new leather. Full bodied and enveloping, the concentrated palate doles out mouthfuls of ripe Marasca cherry, raspberry jam and licorice cushioned in velvety tannins. Drink 2023–2028. KERIN O’KEEFE;93;Schiavenza 2016 Broglio (Barolo);$50;Broglio;Nebbiolo;Barolo, Piedmont, Italy;Schiavenza;KERIN O’KEEFE;15%;750 ml;Red;Cantiniere Imports & Distributing, Inc.;9/1/2020
Aromas of French oak, coconut, dark-skinned fruit and blue flower lead the way. Linear and firmly structured, the full-bodied palate offers ripe Marasca cherry, vanilla and toasted hazelnut alongside taut close-grained tannins. Drink after 2024–2031. KERIN O’KEEFE;93;Cordero di Montezemolo 2016 Gattera (Barolo);$85;Gattera;Nebbiolo;Barolo, Piedmont, Italy;Cordero di Montezemolo;KERIN O’KEEFE;14.5%;750 ml;Red;Ethica Wines;9/1/2020
Aromas of fragrant blue flower, steeped prune and exotic spice are front and center. Full bodied and densely concentrated, the palate delivers fleshy black cherry, raspberry jam, mocha and licorice alongside velvety tannins. You'll detect the warmth of alcohol but it's supported by the dense, ripe fruit. Drink 2022–2028. KERIN O’KEEFE;93;Curto 2016 Arborina (Barolo);$90;Arborina;Nebbiolo;Barolo, Piedmont, Italy;Curto;KERIN O’KEEFE;15%;750 ml;Red;Small Vineyards LLC;9/1/2020
Forest-floor, new leather, pine-resin and red-berry aromas lift out of the glass on this linear, full-bodied red. Focused and precise, the youthfully austere palate delivers cherry, crushed raspberry, licorice and dried mint alongside tightly knit, fine-grained tannins. It's destined for long cellaring, with racy acidity. 2026–2036. KERIN O’KEEFE;93;Franco Conterno 2016 Pietrin (Barolo);$30;Pietrin;Nebbiolo;Barolo, Piedmont, Italy;Franco Conterno;KERIN O’KEEFE;14.5%;750 ml;Red;Kimberly Jones Selections;9/1/2020
This full-bodied red offers aromas of new leather, rose, camphor and forest berry. Firmly structured, the tight, focused palate offers dried black cherry, orange zest, licorice and tobacco set against a backbone of assertive tannins and bright acidity. Give it time to unwind and fully develop. Drink 2026–2036. KERIN O’KEEFE;93;Giacomo Fenocchio 2016 Bussia (Barolo);$58;Bussia;Nebbiolo;Barolo, Piedmont, Italy;Giacomo Fenocchio;KERIN O’KEEFE;14.5%;750 ml;Red;Skurnik Wines, Inc;9/1/2020
New leather, truffle and ripe berry aromas mingle with scents of dark spice. On the full-bodied palate, youthfully assertive fine-grained tannins and fresh acidity support Marasca cherry, black raspberry, star anise and menthol. You'll also detect the warmth of alcohol on the close. Drink 2025–2036. KERIN O’KEEFE;93;Brezza 2016 Castellero (Barolo);$59;Castellero;Nebbiolo;Barolo, Piedmont, Italy;Brezza;KERIN O’KEEFE;15%;750 ml;Red;Coeur Wine Co;9/1/2020
Camphor, fragrant blue-flower, rose and forest-berry aromas shape the fragrant nose along with a whiff of pipe tobacco. Focused and loaded with finesse, the elegantly structured, racy palate delivers juicy red cherry, star anise and clove framed in taut, refined tannins. It's balanced, with bright acidity. Drink through 2028. KERIN O’KEEFE;93;Marcarini 2016 del Comune di La Morra (Barolo);$98;del Comune di La Morra;Nebbiolo;Barolo, Piedmont, Italy;Marcarini;KERIN O’KEEFE;14%;750 ml;Red;Empson USA Ltd;9/1/2020
Fragrant aromas of blue-flower, forest-berry menthol form the enticing nose. Smooth, taut and delicious, the focused palate delivers juicy Marasca cherry, spiced cranberry and star anise alongside firm, polished tannins and bright acidity. Drink 2023–2031. KERIN O’KEEFE;93;Luigi Baudana 2016 del Comune di Serralunga d'Alba (Barolo);$59;del Comune di Serralunga d'Alba;Nebbiolo;Barolo, Piedmont, Italy;Luigi Baudana;KERIN O’KEEFE;14.5%;750 ml;Red;Frederick Wildman & Sons, Ltd;9/1/2020
Aromas of rose petal, red-skinned berry and truffle mingle together on this full-bodied red. The juicy balanced palate delivers red cherry, licorice and black pepper alongside youthful, fine-grained tannins and fresh acidity. Drink 2024–2033. KERIN O’KEEFE;93;Diego Pressenda La Torricella 2016 Bricco San Pietro (Barolo);$75;Bricco San Pietro;Nebbiolo;Barolo, Piedmont, Italy;Diego Pressenda La Torricella;KERIN O’KEEFE;14.5%;750 ml;Red;Passionné de Vin Imports;9/1/2020
Aromas of scorched earth, camphor, grilled herb and leather lead the nose, along with a whiff of iris. The tightly knit, rather austere palate offers dried cherry, cassis, star anise and a hint of game set against assertive, close-grained tannins that grip the close. KERIN O’KEEFE;93;La Spinona 2015 Bergera (Barolo);$80;Bergera;Nebbiolo;Barolo, Piedmont, Italy;La Spinona;KERIN O’KEEFE;14%;750 ml;Red;Frederick Wildman & Sons, Ltd;9/1/2020
Aromas of scorched earth, toasted hazelnut, underbrush and camphor lead the way. The aromas carry to the full-bodied palate alongside dried cherry, orange zest and tobacco, all framed by taut, close-grained tannins. It closes on a star anise note. Drink 2026–2046. KERIN O’KEEFE;93;Ettore Germano 2016 Cerretta (Barolo);$70;Cerretta;Nebbiolo;Barolo, Piedmont, Italy;Ettore Germano;KERIN O’KEEFE;15%;750 ml;Red;Sussex Wine Merchants;9/1/2020
